DOI,PPC_Year,Abstract,agree,clarification,question,recommendation,disagree
10.1073/pnas.1820533116,2019,"In any case, the experiments presented by Luo et al. (1) are by no means sufficient to even suggest paternal (co)inheritance of mtDNA in humans, because the authors fail to verify their claims by confirming that the deduced mitotypes do in fact match those of the fathers or their maternal relatives.",0.06334615498781204,0.10771018266677856,0.3337344825267792,0.03353727236390114,0.46167197823524475
10.1073/pnas.1616040114,2017,"The recent paper by Naon et al. (1) claims that their new data definitively prove the role of Mitofusin 2 (Mfn2) as an endoplasmic reticulum (ER)mitochondria tether, supporting their original proposal (2) and arguing against evidence presented by ourselves and others (36) suggesting that Mfn2 is a negative regulator of tethering. A careful reading of the paper highlights that Naon et al.s (1) claims are not supported by the data presented. ",0.06589142978191376,0.19298388063907623,0.16288113594055176,0.08477772027254105,0.4934659004211426
10.1073/pnas.1110910108,2011,"Danziger et al. (1) concluded that meal breaks taken by Israeli parole boards influence the boards decisions. This conclusion depends on the order of cases being random or at least exogenous to the timing of meal breaks. We examined data provided by the authors and obtained additional data from 12 hearing days (n = 227 decisions).* We also interviewed three attorneys, a parole panel judge, and five personnel at Israeli Prison Services and Court Management, learning that case ordering is not random and that several factors contribute to the downward trend in prisoner success between meal breaks. The most important is that the board tries to complete all cases from one prison before it takes a break and to start with another prison after the break. Within each session, unrepresented prisoners usually go last and are less likely to be granted parole than prisoners with attorneys. Using the same decision rules as Danziger et al., our data indicate that unrepresented prisoners account for about one-third of all cases, but they prevail only 15% of the time, whereas prisoners with counsel prevail at a 35% rate.",0.1686086654663086,0.21638910472393036,0.2555442452430725,0.1369107961654663,0.22254720330238342
10.1073/pnas.2200732119,2022,"As policy makers are increasingly interested in implementing nudge-type interventions, it is essential that we understand under what conditions they can improve policy-relevant outcomes to make the best possible use of public resources. For that reason, the recently published metaanalysis by Mertens et al. (1) of the choice architecture literature is laudable.
",0.16330848634243011,0.3295939862728119,0.18606317043304443,0.21697357296943665,0.10406074672937393
10.1073/pnas.0907272106,2009,"The water footprint (WF) of energy crops should be calculated by relating the energy yield of a crop to its actual water use under actual climatic conditions during the growing season. Recently, average precipitation and additional irrigation to satisfy potential crop water requirements were used as input to the WF computation (1). We disagree with this approach because it relates optimized crop water use to actual yields, thereby introducing bias towards inefficient WF for low-yielding crops under suboptimal rain-fed conditions.",0.00346193159930408,0.049330875277519226,0.07815687358379364,0.030453527346253395,0.838596761226654
10.1073/pnas.1516350112,2015,"Developing effective communication strategies to increase vaccine uptake is crucial in times of increasing vaccine hesitancy and repeated outbreaks of vaccine-preventable diseases. Horne et al. (1) conclude from their study that a combination of warnings, an anecdote about a sick child, and pictures thereof are suitable to counter antivaccination attitudes; however, correcting vaccination myths proved unsuccessful. Yet, the study is somewhat fuzzy about what antivaccination actually means. It further summarizes different constructs in a single-attitude variable that we believe deserve separate attention. ",0.14530137181282043,0.1997508406639099,0.22107836604118347,0.08293794095516205,0.3509315252304077
10.1073/pnas.1107960108,2011,"Although Osborn et al. (1) provided important geochemical measurements of dissolved methane in a portion of the Appalachian basin, their report does not fully appreciate the geologic history of this region and misrepresents potential risks of modern drilling and completion techniques used to develop shale-gas resources. The fear that hydraulic fracturing is responsible for methane migration from the Marcellus shale into shallow groundwater is contrasted by direct observations in microseismic studies that even the longest fractures induced by the hydraulic fracturing process remain thousands of feet below groundwater resources (2).",0.04430980980396271,0.07552441209554672,0.36387819051742554,0.030881309881806374,0.4854062795639038
10.1073/pnas.1314353110,2013,"The authors have been given a chance to respond to my letter above, and they have provided a Methodological Details document, plus 10 image pairs, representing less than 0.2% of the data set requested. (The dataset was said to contain 5,591 images.) Note that the images provided were preprocessed and were not the raw images requested. Their new document refers to numerous side issues but also describes how they searched for specific molecular views in the raw micrographs using, as reference, projection images generated from an earlier 3D structure filtered to 12-Å resolution. This was done, as I had feared, as the first step toward production of the 6-Å map published in PNAS. This procedure was not described in the original Materials and Methods sections, and is prone to introduce serious bias. The authors have ignored the request to make their full data set of raw images and 670,000 selected particles publically available and have not described their particle-picking references. This failure to disclose their data for public scrutiny is disappointing and deepens the concern about the results described in their PNAS paper.",0.0927242562174797,0.3442647159099579,0.20163379609584808,0.06188080832362175,0.2994963824748993
10.1073/pnas.1322059111,2014,"Allouch et al. (1) have shown that CDKN1A (p21) restricts HIV-1 replication in monocyte-derived macrophages (MDM) by controlling the expression of the ribonucleotide reductase subunit R2 (RNR2) of the ribonucleotide reductase enzyme that, in turn, controls the intracellular deoxynucleotide (dNTP) pool required for HIV-1 reverse transcription. dNTP levels are also tightly controlled by the dNTP triphosphohydrolase SAM domain and HD domain-containing protein 1 (SAMHD1), which is constitutively expressed in myeloid and lymphoid cells and is counteracted by the lentiviral virus protein x (Vpx) (reviewed in ref. 2). SAMHD1 is deactivated in proliferating cells by a mechanism that requires phosphorylation of SAMHD1 (3). Allouch et al. (1) conclude that p21-driven HIV-1 restriction in macrophages is independent of SAMHD1 because (i) p21 did not affect SAMHD1 expression and (ii) Vpx did not affect p21 expression. Here, we show that M-CSF induces monocyte differentiation into macrophages and cell proliferation (Fig. 1A), and RNA interference of p21 leads to an increase in the number of proliferating cells (Fig. 1B).",0.293351411819458,0.24175629019737244,0.16744311153888702,0.0983644500374794,0.19908472895622253
10.1073/pnas.1100394108,2011,"Using the National Aeronautics and Space Administration (NASA) Global Inventory, Monitoring, and Modeling Studies (GIMMS) Normalized Difference Vegetation Index (NDVI) dataset (19822006), Yu et al. (1) found that the trend of advancing spring phenology for alpine steppe and meadow was reversed around 2000, despite the increasing air temperature over the Tibetan Plateau. This phenomenon cannot be explained by changes in precipitation or snow melt. They speculated that the lack of fulfillment of a chilling requirement caused by warming winters could be the reason. This might have significant implications for the ecosystem and economy of the Tibetan Plateau. However, we offer an alternative hypothesis for the delay of spring phenology after 2000: the increasing contamination in spring over the Tibetan Plateau could be the reason.",0.06295790523290634,0.2001045197248459,0.4305357336997986,0.10539915412664413,0.20100267231464386
10.1073/pnas.2024420118,2021,"Li et al. (1) recently report the discovery of 16 Food and Drug Administrationapproved drugs as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) main protease (Mpro) inhibitors. They were identified from a computational virtual screening approach using the Mpro as the drug target, and their enzymatic inhibition against SARS-CoV-2 Mpro was validated in the fluorescence resonance energy transfer (FRET)-based enzymatic assay (inhibitory constant Ki = 0.04 to 3.27 µM). Overall, our data suggest that there might be a significant flaw with the enzymatic assay inhibition results presented in this study. None of the identified hits was confirmed to inhibit or bind to SARS-Co-2 Mpro. A GST-tagged Mpro was used in their enzymatic assay; however, it is known that Mpro requires a native N terminus to form the enzymatic active dimer (4). DTT was not added in the enzymatic assay, but the nonspecific reactivity did not explain the results presented in the paper, as we did not observe significant enzymatic inhibition even in the absence of DTT for six of the tested compounds (Fig. 1B).",0.041495680809020996,0.1107831746339798,0.2989819645881653,0.022271931171417236,0.5264671444892883
10.1073/pnas.1523465113,2016,"In PNAS, Case and Deaton (1) show a figure illustrating the marked increase in the all-cause mortality of middle-aged white non-Hispanic men and women in the United States between 1999 and 2013. The authors state that their numbers are not age-adjusted within the 10-y 4554 age group (1).
We suspected an aggregation bias and examined whether the increase in aggregate mortality rates could be due to the changing composition of this age group. Adjusting for age confirmed this suspicion. Contrary to Case and Deatons figure (1), we find there is not a steady increase in mortality rates for this age group. Instead there is an increasing trend from 1999 to 2005 and a constant trend thereafter. Moreover, stratifying age-adjusted mortality rates by sex shows a marked increase only for women and not men, contrary to the articles headline.",0.03984299302101135,0.19219158589839935,0.14471568167209625,0.019105827435851097,0.6041439175605774
10.1073/pnas.1211810109,2012,"Home et al. (1) propose a provocative model of cell fate specification in preimplantation embryos, in which regulated nuclear localization of Tead4 controls trophectoderm vs. inner cell mass (ICM) formation, whereas its coactivator protein, Yap, is present in all nuclei. This model is inconsistent with our model in which position-dependent Hippo/Lats signaling regulates nuclear versus cytoplasmic Yap distribution whereas Tead4 is constitutively nuclear (2). Our model is consistent with the canonical Hippo signaling pathways conserved from flies to mammals (3). Because both models are highly dependent on the antibodies used for Tead4 and Yap, we repeated the immunostaining experiments involving preimplantation embryos with the antibodies used by Home et al. (1).",0.013247966766357422,0.08694906532764435,0.1689719259738922,0.020449230447411537,0.710381805896759
10.1073/pnas.2005584117,2020,"The recent paper by Feng et al. (1) analyzes the changes of Chinas inland water bodies (WBs) between 1985?1999 and 2000?2015 based on the Global Surface Water Dataset (GSWD) (2). They quantify the area and number of changes of WBs in different hydrological regions of China, and discuss the possible driving factors. Although this study provides a synoptic view of Chinas WB dynamics at basin scales, we here convey a caveat that their basin-scale statistics aggregate the changes in various types of WBs, and, consequently, mask divergent changing patterns among the WB types that are critical for attributing causality.",0.08552335202693939,0.4669865667819977,0.16957271099090576,0.06262746453285217,0.2152898907661438
10.1073/pnas.1108435108,2011,"In conclusion, the limited data presented in Osborn et al. (1) do not support a systematic presence of thermogenic methane in private wells in the vicinity of gas extraction operations.",0.1039540246129036,0.1742132157087326,0.10918650776147842,0.04977584630250931,0.5628703832626343
10.1073/pnas.1315608110,2013,"Perkin et al. assert that ionic liquids (ILs) should behave as strongly dissociated (uncorrelated) electrolytes and use this premise to question our approach of implementing the DerjaguinLandauVerweyOverbeek (DLVO) theory in the analysis of our experimental observations (1). Perkin et al. also assert that the long-range attraction that we observed is inconsistent with the expectation that ILs should exhibit strong electrolyte behavior (1).
We think that Perkin et al. have misunderstood, and therefore misrepresented, the key finding of our publication by claiming that we conclude that ILs are liquids consisting of ion pairs of which only a small fraction are dissociated (1). Instead, we believe that the IL ions should not be viewed as forming exclusive pairs, where each cation is coordinated to one specific anion in the liquid.",0.017733169719576836,0.09761341661214828,0.5438147187232971,0.030543962493538857,0.3102947175502777
10.1073/pnas.1918164117,2020,"In Kessler et al. (1), the small molecule BI-2852 is shown to bindat nanomolar affinityto KRAS between switch I and II, inhibiting interactions with effectors. Here, we identify an alternative explanation for the inhibitory activity. While investigating the BI-2852 KRAS complex (Protein Data Bank [PDB] code 6GJ8), we noticed, by revealing the molecules in the neighboring unit cell, BI-2852 induces a KRAS dimer with rotational symmetry. ",0.17795071005821228,0.4599200487136841,0.12785938382148743,0.06026957184076309,0.17400029301643372
10.1073/pnas.1716444114,2017,"In PNAS (1), Englander and Mayne repeat an assertion, already made by them along with Bai and Sosnick in 1995 (2), that the modern energy landscape theory of protein folding, by emphasizing the parallelism of potential folding pathways, is incompatible with evidence that in some cases a single particular sequence of folding substructures dominates the set of folding trajectories. This assertion of the authors was false when made in 1995, and since then considerable collaborative work between the experimental and theoretical communities has made an irrefutable case against the notion that the only way proteins fold is by a single obligate pathway (ref. 3 and references therein), as implied in Englander and Maynes article (1). Moreover, hydrogendeuterium exchange experiments, of the type cited by Englander and Mayne (1) as being in conflict with theory, have in fact already been treated successfully using theories based on energy landscape ideas (4). Englander and Mayne (1) misrepresent or largely ignore thirty years of progress in protein-folding theory and appear almost dismissive of statistical mechanics and modern kinetics.",0.07301175594329834,0.19410136342048645,0.2148880660533905,0.04436410591006279,0.4736347496509552
10.1073/pnas.1601925113,2016,"Zhang et al. (1) recently proposed atmospheric oxygen levels of ?4% present atmospheric levels (PAL) based on modeling a paleoenvironment reconstructed from trace metal and biomarker data from the 1,400 Ma Xiamaling Formation in China. Intriguingly, this pO2 level is above the threshold oxygen requirements of basal animals and clashes with evidence for atmospheric oxygen levels <<1% PAL in the mid-Proterozoic (2). However, there are fundamental problems with the inorganic and organic geochemical work presented by Zhang et al. (1).",0.01860162802040577,0.050844673067331314,0.24132822453975677,0.018834559246897697,0.6703909039497375
10.1073/pnas.1321248111,2014,"Lobsiger et al. (1) recently demonstrated that superoxide dismutase 1 (SOD1) transgenic mice deficient in complement components C1q and C3 do not have extended survival, concluding that global complement activation does not affect overall disease in amyotrophic lateral sclerosis (ALS). Complement activation has long been implicated in the pathogenesis of ALS, with numerous clinical and animal studies demonstrating strong complement factor up-regulation, including C1q and C3, in regions of motor neuron death (2). Intriguingly, in the study by Lobsiger et al. C3- (and C1q-) deleted SOD1 mice did not show alterations in survival or motor neuron estimates, and this is interpreted by the authors as complement activation not contributing to ALS mice neurotoxicity. Indeed, in figure S1 of their article, Lobsiger et al. present three C3-dependent pathways of complement activation (classic, lectin, and alternative). However, one point missing in this report, and perhaps overlooked by the casual reader, is that there is now a well-described fourth pathway of complement activation, termed the extrinsic pathway, which can bypass the traditional upstream activation pathways that are reliant on complement factor C3.",0.06722286343574524,0.10627665370702744,0.23327291011810303,0.046671826392412186,0.546555757522583
10.1073/pnas.1206247109,2012,"The work by Takahashi et al. (1) recently reported a negative association between brainstem serotonin transporters and personality traits such as honesty and rejection to unfairness. They interpret their locus within brainstem to include the dorsal raphe nucleus (DRN) (1). Other than DRN, the median raphe nucleus (MRN) also projects to the forebrain and may be equally important in the serotonergic modulation of cortical activity. Hence, several studies have focused on these two midbrain raphe nuclei with respect to receptor and transporter distributions or anatomical connections. Small nuclei such as DRN and MRN are, however, exceptionally difficult to localize in human imaging research in vivo, such as positron emission tomography (PET). Given figure 2a in the work by Takahashi et al. (1), we propose that they measured serotonin transporters within the MRN rather than the DRN and suggest that MRN may be easily mistaken in imaging studies as DRN. DRN and MRN differ in several aspects, including receptor distributions and afferent and efferent connections (4), which highlights the importance of differentiating and identifying them as two separate nuclei in neuroimaging research.",0.05707431584596634,0.3668679893016815,0.29222288727760315,0.06997507810592651,0.2138596922159195
10.1073/pnas.0913504107,2010,"Soper et al. (1) propose that the rise in the structure factor S(Q) at low Q in the small-angle x-ray scattering (SAXS) data reported in ref. 2 is caused by stochastic number fluctuations present in all liquids and that these fluctuations are not qualitatively different for water. Water, however, exhibits enhanced number density fluctuations both at higher and lower temperatures. Clearly, the driving force cannot be the same in both temperature regimes. In ref. 2, we suggest that the balance between minimizing enthalpy (tetrahedral regions) and entropy (disordered regions) provides the driving force dominating at low temperatures and that cooperatively enhanced H bonds associated with lower-density, tetrahedral regions may play an important role.",0.12775906920433044,0.2606988251209259,0.32878682017326355,0.12236358225345612,0.1603916883468628
10.1073/pnas.1525534113,2016,"In their widely publicized paper, Joel et al. (1) make two empirical claims about sex differences in features of the human brain: (i) internal consistency [in individuals sex-differentiated brain features] is rare (p. 15472) and (ii) the amount of overlap in sex-differentiated features of male and female brains undermines any attempt to distinguish between a male and a female form for specific brain features (p. 15471). We argue that claim i is based on faulty methodology, and claim ii is misleading if extended to overall sex differences in brain structure.",0.02803003415465355,0.27406245470046997,0.22509051859378815,0.06271085888147354,0.4101061224937439
10.1073/pnas.1219073110,2013,"In a recent issue of PNAS, Kirkby et al. (1) claimed that cyclooxygenase (COX)-1, not COX-2, is the dominant source of prostacyclin (PGI2). This conclusion was based on experiments using a flawed approach to estimating enzyme activity and PGI2 formation and a selective omission of data in the literature.
Kirkby et al. (1) failed to mention that deletion of COX-2 in vascular, smooth muscle cells, or both depressed urinary PGIM, providing direct genetic evidence for the role of vascular COX-2 in PGI2 production (5). They also ignored the functional consequences of vascular deletion of COX-2, a predisposition to thrombosis and hypertension, or that urinary PGIM (alone among the major metabolites of PGs was suppressed in these mutants) inversely correlated with the rise in blood pressure (5), consistent with the hypothesis that the hypertensive phenotype is a consequence of disruption of COX-2dependent formation of PGI2.
Kirkby et al. (1) used an immunoassay of 6-keto prostaglandin (PG)F1? to reflect PGI2. However, their reported levels (?150 ng/mL) were orders of magnitude higher than when 6-keto PGF1? is measured (<3 pg/mL) in plasma by mass spectrometry (MS) (2). The source of immunoreactivity in the study by Kirkby et al. was unknown. Polyclonal antibodies against COX-1 and COX-2 were used to compare relative expression in murine vascular tissue. Although Kirkby et al. detected COX-1, they did not see a COX-2 signal and concluded that this isoform was not expressed. However, they failed to demonstrate that the antibody batches, dilutions, and exposure settings used in these experiments have similar sensitivities for detecting COX-1 vs. COX-2. Other limitations of their study included quantitative comparisons of immunohistochemistry to infer differential enzyme activity and varied use by COXs of high concentrations of substrate.
We first reported that COX-2 was the dominant contributor to PGI2 biosynthesis, measuring its urinary metabolite, 2,3-dinor 6-keto PGF1? (PGIM), by MS in volunteers administered nonsteroidal anti-inflammatory drugs (NSAIDs) that differed in selectivity for inhibition of COX-2. Subsequently, we confirmed that PGIM was markedly suppressed by global deletion or inhibition of COX-2 in mice, consistent with results of Kirkby et al. (1). However, the authors claimed PGIM is not reflective of vascular PGI2, reporting that infusion of a vascular stimulant, bradykinin, evokes COX-1derived immunoreactive 6-keto PGF1?, but not PGIM, in mice. However, they failed to cite our previous work that systemic infusion of either PGI2 (3) or bradykinin (4) markedly increases urinary PGIM (and 6-keto PGF1? from which it is derived) in humans.",0.04560604318976402,0.25377440452575684,0.1734810173511505,0.05926043540239334,0.4678780436515808
10.1073/pnas.1607005113,2016,"In conclusion, although we welcome the advances made by Peng et al., their conclusion of a +0.45 [0.210.80] W?m?2 additional RF due to a large BC enhancement factor is premature. The jury is still out on the question of the net climate impact of BC and how much climate cobenefit will result from the necessary mitigation of BC emissions. Reducing the uncertainty on the BC forcing requires better constraining BC MAC and atmospheric lifetime in global aerosol models.",0.03658866509795189,0.0726805105805397,0.4677191972732544,0.03690265864133835,0.386108934879303
10.1073/pnas.1909278116,2019,"Heigl et al. (1) propose an international definition of citizen science based on quality criteria for projects. As an international group of scholars with extensive background in the theory and practice of citizen science, we find the Opinion by Heigl et al. (1) antithetical to the creativity, innovation, and bottom-up pathways to knowledge generation that are embodied by citizen science. The minimum quality standards Heigl et al. (1) propose do not represent the interdisciplinary consensus of the international citizen science community*, and we fear that such a definition would confine rather than define the field.",0.07983986288309097,0.12506064772605896,0.17937685549259186,0.11917072534561157,0.4965519905090332
10.1073/pnas.1523961113,2016,"Given our empirical evidence and the multivariate intuition depicted above, we cannot help but disagree with the concluding statement in the abstract of Joel et al. (1),  human brains do not belong to one of two distinct categories: male brain/female brain or their statement that brains do not fall into two classes, one typical of males and the other typical of females.",0.005245492327958345,0.049583107233047485,0.11872922629117966,0.018352588638663292,0.8080896139144897
10.1073/pnas.1106288108,2011,"At natural concentrations, the Chlamydomonas IBP causes sea ice to freeze with a very fine structure composed of small brine pockets (Fig. 1) that trap brine and slow its drainage (Fig. 2) (5). Krembs et al. (1) attributed the reduced porosity of EPS sea ice to pore clogging by the EPS. Our results (5) suggest that the main factor in the case of Chlamydomonas is the highly irregular shape imposed on ice by the IBPs (Fig. 2 Inset).",0.17001987993717194,0.25969216227531433,0.25169289112091064,0.047554969787597656,0.2710401713848114
10.1073/pnas.1517006112,2015,"A diverse diet is more likely to meet nutrient requirements (1), and so diverse farm production has been encouraged as a means to increase dietary diversity (2). However, Sibhatu et al. (3) argue that the impact of market access and the buying and selling of food swamps and eliminates the production diversityconsumption diversity relationship in small farms. They argue that excessive production diversity sacrifices the benefits that would come from specialization. They use large datasets and strong analytical methods to support their arguments. However, they make an important oversight.",0.014466928318142891,0.1373136043548584,0.24252547323703766,0.09035677462816238,0.5153372883796692
10.1073/pnas.1602711113,2016,The rapid counterarguments presented by Koutsovoulos et al. and Delmont and Eren are perfect examples of the success of open science. The availability of the sequencing data allowed the rapid reanalysis.,0.15997813642024994,0.2321499139070511,0.16186335682868958,0.037735212594270706,0.4082733690738678
10.1073/pnas.1614502114,2017,"In a substantial contribution to the fMRI field, Eklund et al. (1) use nonparametric methods to demonstrate that random field theory (RFT)-based familywise error (FWE) correction for cluster inference does not control errors appropriately, and this discrepancy is more pronounced for lenient cluster-defining thresholds (CDT). Moreover, they point to violations of RFT assumptions as the culprit for this discrepancy.
Given these results, how should we interpret existing fMRI literature that used RFT-based, FWE-corrected P values (
)? To suggest caution is reasonable but incomplete; we require concrete, quantitative guidelines to enable appropriate calibration of skepticism.",0.07170017063617706,0.20972637832164764,0.389022558927536,0.1195894405245781,0.20996145904064178
10.1073/pnas.1205075109,2012,"In their contribution to PNAS, Liu et al. (1) suggested that the recent decline of Arctic sea ice has played a critical role in recent cold and snowy winters in the Northern Hemisphere (NH). This study is very interesting, but we believe it deserves several clarifications.",0.03819466382265091,0.4584396779537201,0.1734931617975235,0.09096881747245789,0.23890364170074463
10.1073/pnas.1521757113,2016,"There is no doubt that todays ecosystems are different from those of 10,000 y ago. However, they are also quite different from the ecosystems of just 10 y ago, when rhinoceros and elephant poaching in Africa seemed under control. In another 10 y, there may be no rhinoceros left. Rather than continuing to promote the sensational by repackaging a failed conservation strategy in shiny new clothing, we should direct our efforts toward preserving the ecosystems and wildlife that remain. We should focus on ways to feed the millions of new mouths appearing each year without destroying more biodiversity (4). We should stop talking about trophic or Pleistocene rewilding, or its next rebadging. We were criticized (5) for drawing the analogy to Jurasssic Park (1). However, Svenning et al. (3) argue for a framework for integrating synthetic biology and trophic rewilding science. It is time to be practical, not sensational. It is time to move on.",0.08943236619234085,0.17717771232128143,0.16141921281814575,0.3241622745990753,0.24780841171741486
10.1073/pnas.1618520114,2017,"In a recent study, Gross et al. investigate the presence, distribution, and function of natural killer (NK) cells in three different compartments to characterize the role of NK cells in multiple sclerosis (MS) (1). Their results indicate that NK cells played an important role in controlling T-cell activity in vivo. In addition, Gross et al. found reduced expression of the activating NK-cell receptor DNAM-1 (CD226) in MS. Gross et al. compare their findings to those from human genetic-association studies. Interestingly, a nonsynonymous variant, Gly307Ser (rs763361), in the CD226 gene was identified to be significantly associated with several autoimmune diseases, including MS, which further supported Gross et al.s findings as described in their discussion (1, 2). The authors conclude that the higher threshold for NK-cell activation is attributable to the reduced CD226 expression and rs763361 variant (1). However, it is still unclear whether rs763361 could affect CD226 signaling and further affect NK-cell function, as Gross et al. describe in their discussion (1). Thus, this question above prompts us to investigate their findings further.",0.1319829374551773,0.21979394555091858,0.3911542594432831,0.10241073369979858,0.15465806424617767
10.1073/pnas.1525116113,2016,"We have read the article Evidence for extensive horizontal gene transfer from the draft genome of a tardigrade (1) with interest and were astonished by the high number of genes horizontally transferred into the tardigrade genome. Still, we were surprised by the reported genome size of >200 Mbp, which is in stark contrast to a previously published size of ?78 Mbp determined by the same group (2).",0.13793839514255524,0.14948470890522003,0.2988234758377075,0.08604056388139725,0.32771286368370056
10.1073/pnas.1910148116,2019,In PNAS Kim et al. (1) detail congenitally blind individuals extensive knowledge of the visual appearance of animals.  We think the authors were premature to reject language as an important source of visual knowledge. We show that associative learning algorithms lacking inferential machinery can partially reproduce behaviors of sighted and blind people after being exposed to natural language. ,0.10198735445737839,0.11169712245464325,0.06793945282697678,0.02816118113696575,0.6902149319648743
10.1073/pnas.1419515112,2014,The recent publication by Bradford et al. (1) argues that indices of ecosystem multifunctionalitythe simultaneous performance of multiple ecosystem functions (2)are only useful if all component functions respond to community change in a positive correlated fashion. We contend that this argument fundamentally misinterprets the concept of ecosystem multifunctionality.,0.017997100949287415,0.08750273287296295,0.15712428092956543,0.034516651183366776,0.7028591632843018
10.1073/pnas.0901936106,2009,"Auld et al. (1) suggest that PTC124's nonsense suppression activity may be an indirect consequence of the compound's effects on firefly luciferase (FLuc) enzymatic activity. However, our initial characterization of potential nonsense-suppressing compounds in FLuc assays also utilized independent assays of nonsense suppression in disease-relevant systems, including assays measuring synthesis of full-length protein in mdx myotubes, mdx mice, and Cftr?/? transgenic mice (2, 3). ",0.1578904241323471,0.3057687282562256,0.32017573714256287,0.08890242129564285,0.1272626519203186
10.1073/pnas.1503579112,2015,"Xiang et al. (1) assert that chickens were domesticated on the North China plain 10,000 y ago. Although a great deal remains unknown about the temporal and geographic origins of poultry husbandry, this claim is extraordinary. We welcome the increasing application of modern bioarcheological techniques to questions pertaining to animal domestication in China, but we are skeptical about these conclusions for several reasons.",0.026169512420892715,0.054934676736593246,0.30918213725090027,0.03534439578652382,0.5743692517280579
10.1073/pnas.2026745118,2021,"The original results obtained by Korn et al. (1), together with the robustness test described here, provide strong support for the hypothesis that vaccination is indeed a social contract that is not conditional on group membership, even when the groups are extremely opposed on numerous issues, including COVID-19 vaccinations",0.32591167092323303,0.31186074018478394,0.18347607553005219,0.11106692999601364,0.0676845833659172
10.1073/pnas.1820125116,2019,"Recently in PNAS, Jachimowicz et al. (1) attribute the lack of empirical support for the strong gritperformance relationship to the measurement of grit (2, 3). While the grit scale (2, 3) comprises two facetsperseverance of effort (PE) and consistency of interests (CI; also sometimes referred to as passion)Jachimowicz et al. argue that it focuses only on perseverance without adequately capturing passion, and that success requires both passion and perseverance by the grit definition (2). Consequently, they propose measuring grit through a combination of the passion attainment scale for passion and an aggregate of PE and CI for perseverance. They find a significant and synergistic interaction effect between perseverance and passion attainment on job (study 2) and academic (study 3) performance, providing support for their claim. We show that these results stem from inappropriate statistical analyses regarding measurement validity for the grit scale.",0.12933893501758575,0.29721346497535706,0.26390987634658813,0.12326742708683014,0.18627026677131653
10.1073/pnas.1806485115,2018,"Crucially, the aging and death of an organism are necessary for the survival of its lineage. NM (1) indicate that life persists in spite of inevitable aging; we instead argue that life persists because of aging and death. The possibility that aging is imperative for the survival of a species, and hence a universal target for selection, was neglected by NM. It is not that evolution is bypassed, as claimed by Mitteldorf and Fahy (5), but that the entire life cycle is subject to optimization through natural selection (6), including aging and death.",0.04892675206065178,0.285561740398407,0.14860600233078003,0.09137461334466934,0.42553088068962097
10.1073/pnas.1318777110,2013,"The analytical procedure to measure 2-HG performed by Wang et al. (1) is not able to differentiate between D2HG and L2HG. The gain-of-function mutations in IDH1/2 enzymes result in genesis of neomorph enzymes that produce vast amounts solely of D2HG, but these neomorph enzymes do not produce L2HG. The measurements of serum 2-HG in the report by Wang et al. (1) is not corrected for the endogenous serum levels of L2HG, which in healthy individuals is equal to or exceeds the level of D2HG. As a consequence, minor increases in the serum levels of D2HG might be missed and increases of L2HG might yield false-positive results.",0.09050033241510391,0.18970246613025665,0.25663137435913086,0.021223505958914757,0.4419423043727875
10.1073/pnas.1002180107,2010,"A recent paper by Pisliakov et al. (1) asserts that it is a response to several papers, which, according to the authors (1), imply that motions along conformational coordinates play an important role in the chemical step (1). Because ref. 1 and most of the cited papers in ref. 1 [references 3,6,7, and 14 in Pisliakov et al. (1)] are concerned with adenylate kinase (AdK), my comments refer to this enzyme. AdK has an open state, to which the substrates bind and from which the products are released, as well as a closed state, in which catalysis takes place. None of these cited references are concerned with the chemical reaction or suggest that there is coupling between the closing/opening conformational transitions and the chemistry; catalysis in these papers refers to the overall rate and not to the chemical step. ",0.1076844111084938,0.27483850717544556,0.24857234954833984,0.08245436102151871,0.2864503562450409
10.1073/pnas.0908053106,2009,"In a recent issue of PNAS, Adams et al. (1) project a 5-fold increase in the frequency of tree die-off in piñon (Pinus edulis) under drought in the southwestern United States due to elevated temperature alone. Their study is based on 10 excavated individuals grown in containers and exposed to complete drought under either ambient or elevated temperature (+4.3 °C, 5 replicates). Trees experiencing higher temperatures died 7 weeks earlier than control trees. The authors explain this by a trend to increased respiration under warmer conditions resulting in earlier carbon starvation. we do not perceive sufficient evidence for the claim of carbon starvation as a significant cause of tree death for P. edulis in a warmer world. An upscaling to ecosystem level without accounting for rooting depth in situ and true tree-size distribution is not warranted.",0.07447309046983719,0.2620369493961334,0.2873004972934723,0.07232607901096344,0.3038634657859802
10.1073/pnas.0904550106,2009,"In a highly publicized article, Nozawa et al. (1) claimed that the branch-site model (BSM) (2, 3) was unreliable because it produced excessive false positives in their simulation experiment. BSM uses a likelihood ratio test to detect positive selection that affects particular branches and codons in protein-coding genes, indicated by accelerated nonsynonymous substitution rates. The authors' conclusion, if true, would be important. But it is contradicted by their simulation results.",0.023074518889188766,0.17089807987213135,0.29714998602867126,0.03951374068856239,0.46936360001564026
